Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Major_Category,Year_of_Study,Burnout_Risk_Level,Burnout_Code
6.32,4,2,4,8.91,3,Allowed_With_Citation,1,Business,Freshman,Low,1
4.58,3,0,4,8.64,1,Allowed_With_Citation,4,Business,Junior,Low,1
6.68,3,2,4,11.48,4,Allowed_With_Citation,3,Business,Sophomore,High,0
21.55,1,2,5,5.26,3,Actively_Encouraged,7,STEM,Senior,High,0
1.59,4,2,2,8.65,4,Allowed_With_Citation,6,Medical,Sophomore,Medium,2
6.55,0,0,5,9.71,1,Allowed_With_Citation,1,Humanities,Senior,Low,1
9.28,4,1,1,9.25,3,Strict_Ban,7,Humanities,Junior,Low,1
12.83,4,2,4,9.29,2,Allowed_With_Citation,1,Humanities,Senior,Low,1
2.06,4,1,2,19.14,6,Actively_Encouraged,4,Humanities,Senior,Medium,2
12.55,0,0,3,6.42,2,Strict_Ban,6,Arts,Freshman,High,0
10.9,1,0,3,1.0,2,Strict_Ban,6,Medical,Sophomore,Medium,2
2.0,2,2,3,6.39,2,Actively_Encouraged,6,Humanities,Graduate,Low,1
10.15,0,2,3,9.08,4,Allowed_With_Citation,1,Arts,Sophomore,Medium,2
7.91,0,1,3,12.31,3,Actively_Encouraged,4,Arts,Junior,Low,1
5.87,0,2,1,14.4,3,Strict_Ban,5,Medical,Freshman,Low,1
5.09,3,2,2,12.63,1,Actively_Encouraged,5,STEM,Junior,Medium,2
0.93,1,2,1,7.21,5,Actively_Encouraged,7,Business,Sophomore,Low,1
0.12,1,2,4,18.56,4,Allowed_With_Citation,3,STEM,Senior,Medium,2
1.3,0,0,3,13.26,4,Allowed_With_Citation,3,Arts,Freshman,Low,1
35.67,1,0,3,4.12,8,Allowed_With_Citation,5,STEM,Sophomore,High,0
4.47,3,0,5,11.88,4,Actively_Encouraged,4,Business,Freshman,Medium,2
7.96,0,0,4,10.72,3,Strict_Ban,2,Humanities,Junior,Medium,2
6.71,0,1,1,6.38,2,Strict_Ban,4,Humanities,Graduate,Medium,2
14.45,3,0,3,1.0,4,Actively_Encouraged,4,Business,Freshman,High,0
20.5,1,2,4,18.23,6,Allowed_With_Citation,3,Arts,Freshman,Low,1
4.78,4,1,1,4.11,1,Actively_Encouraged,7,Business,Junior,Low,1
29.36,0,1,1,10.21,8,Allowed_With_Citation,10,Arts,Senior,High,0
32.83,4,0,4,13.47,7,Allowed_With_Citation,6,STEM,Graduate,High,0
4.93,3,2,1,19.57,4,Allowed_With_Citation,3,Business,Freshman,Medium,2
13.08,2,1,1,13.18,4,Strict_Ban,4,Humanities,Senior,Medium,2
0.61,1,2,5,16.46,3,Allowed_With_Citation,5,STEM,Sophomore,Low,1
0.39,4,1,3,12.98,2,Allowed_With_Citation,4,Business,Freshman,Low,1
12.05,4,1,2,8.23,4,Strict_Ban,1,Business,Freshman,Medium,2
0.01,4,1,2,4.85,4,Allowed_With_Citation,1,Business,Graduate,Low,1
0.51,2,0,4,10.23,2,Allowed_With_Citation,6,Business,Senior,Medium,2
3.71,0,2,4,10.17,2,Allowed_With_Citation,3,Business,Sophomore,Low,1
5.15,3,0,4,7.73,2,Allowed_With_Citation,2,STEM,Graduate,Medium,2
2.07,1,1,2,3.57,3,Allowed_With_Citation,5,STEM,Freshman,Medium,2
17.89,4,0,3,8.15,5,Allowed_With_Citation,3,Business,Sophomore,High,0
7.95,1,0,3,3.0,3,Actively_Encouraged,2,STEM,Senior,Medium,2
3.83,1,1,2,2.22,4,Actively_Encouraged,3,STEM,Graduate,Medium,2
4.97,0,0,5,9.42,4,Allowed_With_Citation,5,Humanities,Junior,High,0
4.37,3,0,5,4.64,3,Allowed_With_Citation,2,Business,Senior,Low,1
0.43,1,2,4,13.66,3,Actively_Encouraged,1,Humanities,Graduate,Medium,2
4.73,2,2,4,12.18,5,Strict_Ban,2,Business,Freshman,Medium,2
24.77,0,0,4,7.98,7,Allowed_With_Citation,8,Business,Sophomore,High,0
3.53,3,1,1,17.42,4,Allowed_With_Citation,3,Humanities,Freshman,Low,1
0.74,0,2,1,12.96,6,Allowed_With_Citation,3,Arts,Senior,Low,1
7.74,2,0,3,13.2,4,Strict_Ban,8,Business,Junior,Medium,2
2.46,3,2,3,4.49,1,Allowed_With_Citation,2,Business,Freshman,Low,1
7.85,2,0,4,4.9,5,Strict_Ban,7,Business,Junior,Low,1
1.95,1,2,2,12.78,4,Strict_Ban,3,STEM,Junior,High,0
5.54,4,2,5,18.64,4,Actively_Encouraged,7,Business,Senior,Low,1
1.02,1,0,5,12.7,3,Allowed_With_Citation,1,Humanities,Senior,Low,1
5.61,4,2,3,4.68,4,Strict_Ban,2,Medical,Freshman,Low,1
4.49,3,0,5,15.84,1,Allowed_With_Citation,4,Arts,Junior,Medium,2
7.74,4,1,1,10.72,5,Allowed_With_Citation,5,Business,Freshman,High,0
1.96,2,1,1,11.99,1,Allowed_With_Citation,2,STEM,Senior,Low,1
40.0,1,2,4,21.61,7,Allowed_With_Citation,4,STEM,Senior,Medium,2
2.2,0,1,1,14.34,2,Actively_Encouraged,3,Humanities,Senior,High,0
18.44,4,1,1,9.92,6,Strict_Ban,7,Humanities,Freshman,High,0
2.22,3,1,1,7.67,3,Allowed_With_Citation,4,STEM,Junior,Medium,2
0.03,3,1,3,18.83,3,Allowed_With_Citation,7,Business,Senior,Low,1
28.11,1,0,4,13.88,7,Allowed_With_Citation,4,STEM,Senior,High,0
4.38,4,2,3,14.01,3,Actively_Encouraged,2,Medical,Graduate,Medium,2
0.67,1,2,3,10.68,4,Allowed_With_Citation,7,STEM,Freshman,Low,1
5.81,2,2,1,22.02,3,Allowed_With_Citation,1,Medical,Sophomore,Medium,2
0.56,4,2,3,1.0,3,Strict_Ban,4,Medical,Junior,Low,1
5.99,1,1,3,15.57,5,Allowed_With_Citation,1,Business,Junior,Low,1
11.01,3,0,3,5.24,2,Actively_Encouraged,3,Business,Sophomore,High,0
1.02,4,2,3,14.3,5,Allowed_With_Citation,5,Humanities,Sophomore,Medium,2
0.04,3,1,1,15.14,1,Allowed_With_Citation,1,Business,Senior,Low,1
4.46,1,2,1,14.01,1,Allowed_With_Citation,1,Humanities,Senior,Medium,2
8.16,0,2,2,1.0,5,Allowed_With_Citation,3,Humanities,Freshman,Low,1
0.39,1,1,2,17.24,2,Actively_Encouraged,4,Business,Graduate,High,0
2.75,1,2,2,17.16,2,Allowed_With_Citation,4,Humanities,Junior,Low,1
0.72,4,0,3,23.2,3,Allowed_With_Citation,1,Business,Junior,Low,1
8.54,3,1,3,3.96,1,Allowed_With_Citation,5,STEM,Graduate,Medium,2
17.64,0,0,3,17.57,6,Actively_Encouraged,6,Humanities,Freshman,Medium,2
14.67,1,1,2,5.29,4,Allowed_With_Citation,8,STEM,Junior,High,0
0.96,4,2,4,12.88,3,Strict_Ban,3,STEM,Senior,Medium,2
7.89,1,2,2,9.65,2,Allowed_With_Citation,2,STEM,Sophomore,Medium,2
8.32,1,0,3,14.0,1,Allowed_With_Citation,4,STEM,Senior,Medium,2
1.3,1,2,4,14.08,1,Strict_Ban,3,STEM,Graduate,Low,1
10.09,0,2,3,3.77,6,Actively_Encouraged,6,Arts,Sophomore,Medium,2
3.54,0,0,5,20.98,1,Actively_Encouraged,3,STEM,Sophomore,Medium,2
7.62,2,1,3,1.0,4,Strict_Ban,7,Business,Sophomore,Medium,2
7.64,1,2,3,16.92,5,Allowed_With_Citation,1,STEM,Sophomore,Medium,2
4.6,4,1,2,10.25,5,Allowed_With_Citation,1,Medical,Freshman,Medium,2
1.56,2,0,4,11.29,4,Allowed_With_Citation,3,Humanities,Sophomore,Medium,2
3.26,1,0,4,13.46,3,Allowed_With_Citation,5,Humanities,Graduate,Medium,2
17.23,1,2,4,1.0,6,Actively_Encouraged,6,Business,Junior,Low,1
0.84,1,2,3,11.36,4,Strict_Ban,5,Humanities,Sophomore,Medium,2
11.52,3,1,3,10.93,4,Actively_Encouraged,7,Business,Graduate,High,0
6.15,1,2,3,17.95,5,Allowed_With_Citation,4,STEM,Senior,Medium,2
8.46,2,2,3,7.25,4,Strict_Ban,6,Medical,Sophomore,High,0
1.87,0,1,3,21.15,3,Actively_Encouraged,3,Humanities,Senior,Medium,2
1.62,3,0,5,12.11,4,Actively_Encouraged,5,Humanities,Junior,Medium,2
16.96,3,0,3,13.36,4,Allowed_With_Citation,4,Business,Senior,High,0
0.67,0,1,2,17.01,4,Actively_Encouraged,4,Humanities,Sophomore,Low,1
7.19,0,0,3,8.19,5,Strict_Ban,4,Arts,Freshman,Low,1
0.62,0,2,2,4.02,2,Allowed_With_Citation,4,Humanities,Sophomore,Low,1
1.24,3,1,2,6.99,3,Actively_Encouraged,2,Business,Freshman,High,0
10.06,2,0,3,7.24,3,Actively_Encouraged,4,STEM,Junior,Medium,2
2.04,0,1,1,10.03,3,Allowed_With_Citation,1,Arts,Sophomore,Low,1
6.24,3,1,1,7.68,1,Actively_Encouraged,2,Business,Freshman,Low,1
16.62,2,0,4,5.15,6,Strict_Ban,8,STEM,Graduate,High,0
15.97,2,2,2,8.89,6,Allowed_With_Citation,7,STEM,Senior,Low,1
0.12,2,1,3,8.06,3,Allowed_With_Citation,6,Humanities,Junior,Medium,2
11.32,4,0,3,14.65,4,Allowed_With_Citation,3,Medical,Graduate,High,0
4.44,1,1,1,13.19,3,Strict_Ban,5,STEM,Graduate,High,0
17.94,4,0,3,11.59,6,Strict_Ban,4,Humanities,Freshman,High,0
1.43,2,2,3,12.78,2,Strict_Ban,5,STEM,Junior,Medium,2
26.14,0,0,5,10.43,7,Actively_Encouraged,6,Humanities,Senior,High,0
10.79,2,1,2,11.19,6,Actively_Encouraged,8,Business,Freshman,Medium,2
10.28,4,0,4,12.83,4,Strict_Ban,8,Medical,Freshman,Low,1
1.98,3,0,3,6.89,4,Actively_Encouraged,1,Business,Sophomore,Low,1
11.01,3,1,2,5.78,4,Strict_Ban,7,Arts,Sophomore,Low,1
6.77,3,1,2,15.24,2,Strict_Ban,1,Business,Graduate,Medium,2
2.54,2,0,5,13.88,3,Allowed_With_Citation,3,STEM,Senior,Medium,2
2.07,0,2,2,14.87,2,Allowed_With_Citation,8,Humanities,Freshman,Low,1
0.3,2,2,2,6.61,3,Allowed_With_Citation,2,Business,Senior,Medium,2
30.96,2,1,1,11.11,6,Allowed_With_Citation,5,Medical,Freshman,High,0
11.49,0,2,4,16.83,5,Allowed_With_Citation,4,Arts,Sophomore,Medium,2
2.67,3,2,2,14.01,3,Actively_Encouraged,6,STEM,Sophomore,Low,1
2.86,3,2,3,1.0,2,Allowed_With_Citation,1,STEM,Sophomore,High,0
9.02,0,1,2,2.1,4,Allowed_With_Citation,4,STEM,Sophomore,Low,1
15.39,4,1,1,9.35,7,Actively_Encouraged,6,Medical,Senior,High,0
7.9,0,0,3,12.76,3,Allowed_With_Citation,2,Arts,Sophomore,Medium,2
8.55,0,2,2,10.09,3,Actively_Encouraged,3,Arts,Senior,High,0
5.4,0,2,5,9.25,2,Allowed_With_Citation,5,Humanities,Freshman,High,0
24.91,2,0,3,16.36,6,Allowed_With_Citation,7,Business,Junior,Medium,2
2.58,0,0,5,9.56,1,Actively_Encouraged,2,Humanities,Graduate,Low,1
39.68,1,1,3,8.47,9,Actively_Encouraged,5,STEM,Freshman,High,0
0.26,3,0,3,13.78,4,Allowed_With_Citation,6,Business,Junior,Medium,2
15.06,0,0,3,15.35,3,Allowed_With_Citation,4,STEM,Junior,Medium,2
10.18,2,0,3,7.81,3,Actively_Encouraged,4,STEM,Sophomore,Low,1
24.26,0,1,2,6.69,6,Actively_Encouraged,7,Medical,Freshman,High,0
13.19,2,0,4,13.79,3,Actively_Encouraged,3,Arts,Senior,Medium,2
0.06,0,2,4,5.95,4,Allowed_With_Citation,9,Humanities,Sophomore,Low,1
9.49,3,1,1,11.65,3,Allowed_With_Citation,8,Business,Sophomore,Medium,2
12.4,0,2,4,13.89,5,Strict_Ban,6,Humanities,Senior,High,0
14.5,2,2,4,6.14,3,Strict_Ban,8,Business,Graduate,High,0
10.52,2,2,2,16.32,3,Strict_Ban,6,Arts,Sophomore,Medium,2
36.0,1,2,3,9.26,7,Strict_Ban,10,Arts,Senior,High,0
0.8,2,1,2,9.15,2,Allowed_With_Citation,4,Business,Graduate,Low,1
0.57,4,2,5,9.47,1,Allowed_With_Citation,2,STEM,Freshman,Low,1
8.05,1,1,1,7.06,4,Allowed_With_Citation,9,Humanities,Junior,High,0
27.14,4,0,3,14.95,10,Strict_Ban,8,Humanities,Freshman,High,0
2.03,3,2,3,12.79,2,Actively_Encouraged,4,Humanities,Senior,Medium,2
1.59,4,0,5,5.64,4,Strict_Ban,7,Arts,Sophomore,Medium,2
5.11,0,1,2,7.31,3,Actively_Encouraged,1,Humanities,Sophomore,Medium,2
0.67,3,2,3,10.54,5,Allowed_With_Citation,5,STEM,Senior,Low,1
4.33,0,0,5,3.17,5,Allowed_With_Citation,8,Humanities,Senior,Medium,2
3.07,2,0,4,12.85,6,Allowed_With_Citation,5,Medical,Sophomore,High,0
15.23,1,0,4,9.39,5,Allowed_With_Citation,7,STEM,Senior,Medium,2
3.33,0,2,4,2.6,4,Allowed_With_Citation,3,Business,Graduate,Medium,2
0.48,4,1,2,2.71,2,Allowed_With_Citation,2,Humanities,Graduate,Medium,2
2.86,1,0,3,12.13,4,Allowed_With_Citation,6,STEM,Senior,Medium,2
2.1,0,0,3,10.22,3,Allowed_With_Citation,7,Humanities,Graduate,Medium,2
5.76,3,1,3,3.46,2,Allowed_With_Citation,7,Business,Graduate,Medium,2
14.57,0,2,4,17.08,4,Actively_Encouraged,4,Business,Senior,Medium,2
5.63,3,1,2,16.95,2,Actively_Encouraged,3,Medical,Graduate,Medium,2
10.11,1,2,4,12.1,5,Allowed_With_Citation,4,STEM,Senior,Medium,2
15.81,1,2,2,7.32,4,Allowed_With_Citation,4,STEM,Junior,High,0
0.5,0,1,3,8.56,2,Allowed_With_Citation,3,Medical,Junior,Low,1
21.57,4,1,2,12.31,6,Actively_Encouraged,1,Humanities,Freshman,Medium,2
12.73,3,1,3,10.95,3,Allowed_With_Citation,6,Business,Freshman,Medium,2
5.07,2,1,3,10.55,5,Actively_Encouraged,5,Arts,Senior,Medium,2
4.24,3,1,1,7.72,4,Strict_Ban,2,Humanities,Junior,Medium,2
2.82,3,1,2,9.01,2,Allowed_With_Citation,3,Business,Senior,Medium,2
5.39,3,2,3,15.9,3,Actively_Encouraged,1,STEM,Graduate,High,0
2.0,2,1,2,10.07,4,Allowed_With_Citation,5,STEM,Junior,Medium,2
14.64,0,2,1,5.16,6,Strict_Ban,8,STEM,Freshman,Medium,2
0.22,0,2,3,11.96,4,Allowed_With_Citation,3,Arts,Junior,Low,1
0.01,1,2,3,11.54,1,Strict_Ban,4,STEM,Freshman,Low,1
20.28,3,2,5,2.38,6,Allowed_With_Citation,9,Business,Junior,High,0
8.66,2,1,1,23.09,2,Actively_Encouraged,5,Medical,Junior,Low,1
23.91,2,1,1,11.47,6,Strict_Ban,6,Business,Senior,High,0
12.16,2,1,3,1.0,3,Allowed_With_Citation,6,Business,Sophomore,High,0
4.04,1,2,3,10.26,4,Allowed_With_Citation,6,Humanities,Freshman,Low,1
0.07,0,1,2,15.47,1,Strict_Ban,3,Humanities,Sophomore,Low,1
4.05,2,1,2,8.72,1,Allowed_With_Citation,5,Humanities,Senior,Medium,2
6.16,3,0,3,13.54,2,Strict_Ban,1,Business,Junior,Low,1
0.02,4,2,2,11.2,1,Allowed_With_Citation,4,Medical,Junior,Medium,2
6.18,4,0,3,4.12,1,Actively_Encouraged,4,Medical,Sophomore,Medium,2
6.52,0,1,2,12.0,2,Actively_Encouraged,4,Arts,Senior,High,0
1.88,4,2,4,18.2,2,Actively_Encouraged,1,Medical,Graduate,High,0
16.7,3,0,4,13.86,4,Allowed_With_Citation,2,Humanities,Sophomore,High,0
10.7,3,1,2,11.07,3,Strict_Ban,3,Business,Senior,High,0
2.2,3,0,4,12.21,2,Allowed_With_Citation,5,Medical,Freshman,Low,1
7.72,1,1,2,10.76,3,Strict_Ban,2,Humanities,Senior,High,0
3.18,4,2,5,14.23,3,Allowed_With_Citation,7,Medical,Junior,Low,1
0.64,0,2,4,9.81,2,Strict_Ban,5,Humanities,Junior,Medium,2
12.61,4,1,2,2.06,4,Allowed_With_Citation,5,Business,Sophomore,Medium,2
5.73,3,0,5,16.84,3,Strict_Ban,3,Business,Graduate,Medium,2
20.58,3,1,1,10.14,4,Allowed_With_Citation,6,Medical,Freshman,Medium,2
33.85,4,0,3,5.21,8,Allowed_With_Citation,3,STEM,Graduate,High,0
14.93,2,2,5,10.94,5,Actively_Encouraged,5,Business,Freshman,Low,1
2.4,3,2,4,8.26,2,Strict_Ban,3,Business,Sophomore,Low,1
7.04,1,2,2,10.82,3,Allowed_With_Citation,3,STEM,Junior,Medium,2
11.31,2,1,1,15.64,3,Strict_Ban,2,Arts,Graduate,High,0
3.06,3,0,3,14.91,4,Strict_Ban,3,Business,Junior,Medium,2
3.1,2,0,3,14.06,2,Actively_Encouraged,3,Business,Freshman,Medium,2
3.7,0,1,3,13.05,4,Actively_Encouraged,4,Humanities,Graduate,High,0
2.88,3,1,3,16.71,2,Actively_Encouraged,1,Humanities,Junior,Low,1
7.52,0,2,4,14.59,4,Strict_Ban,9,Business,Sophomore,Low,1
10.87,0,2,5,5.79,3,Allowed_With_Citation,9,Humanities,Junior,Low,1
24.24,1,0,5,1.0,6,Actively_Encouraged,4,STEM,Senior,High,0
0.96,2,2,4,10.89,4,Allowed_With_Citation,8,Medical,Senior,Low,1
7.03,1,0,3,14.8,3,Actively_Encouraged,4,Business,Senior,Low,1
27.81,2,0,5,11.82,8,Allowed_With_Citation,3,Business,Graduate,High,0
6.71,4,0,3,18.38,5,Allowed_With_Citation,2,Humanities,Senior,High,0
0.73,1,1,2,11.05,3,Strict_Ban,2,Humanities,Junior,Low,1
7.0,4,1,2,6.51,1,Actively_Encouraged,5,Humanities,Freshman,Low,1
9.84,2,2,2,5.81,4,Actively_Encouraged,5,Humanities,Senior,High,0
12.21,2,2,2,9.9,2,Allowed_With_Citation,4,Business,Graduate,Medium,2
8.6,3,2,4,10.56,2,Actively_Encouraged,3,Business,Sophomore,Low,1
3.7,0,0,4,4.47,1,Allowed_With_Citation,4,Humanities,Junior,Medium,2
15.87,1,2,2,15.67,4,Allowed_With_Citation,2,STEM,Senior,High,0
11.7,1,0,5,5.31,5,Allowed_With_Citation,6,Humanities,Junior,Medium,2
35.25,1,2,2,2.78,6,Strict_Ban,8,STEM,Graduate,High,0
8.73,2,1,1,8.0,4,Strict_Ban,6,STEM,Junior,Low,1
9.34,4,1,1,18.92,6,Strict_Ban,6,Medical,Junior,High,0
8.85,3,2,2,14.78,4,Actively_Encouraged,4,Business,Freshman,Low,1
20.94,4,1,3,2.05,3,Actively_Encouraged,1,Business,Graduate,High,0
1.76,0,1,2,8.59,4,Allowed_With_Citation,5,Humanities,Sophomore,Medium,2
11.64,2,0,5,11.11,6,Strict_Ban,3,Medical,Graduate,High,0
5.51,4,0,3,16.7,4,Strict_Ban,3,Business,Freshman,Low,1
12.02,4,0,5,1.35,3,Strict_Ban,5,Arts,Sophomore,High,0
8.14,0,2,1,8.84,3,Strict_Ban,8,Humanities,Junior,High,0
4.55,4,2,4,19.05,2,Allowed_With_Citation,2,Medical,Senior,Medium,2
10.33,0,1,3,16.01,1,Actively_Encouraged,3,Arts,Junior,High,0
0.53,3,0,3,8.33,1,Allowed_With_Citation,1,Arts,Sophomore,Low,1
29.02,0,1,1,6.43,8,Actively_Encouraged,7,STEM,Junior,High,0
2.02,0,0,4,1.0,1,Allowed_With_Citation,2,STEM,Graduate,Medium,2
26.85,3,0,4,11.23,6,Allowed_With_Citation,7,STEM,Graduate,High,0
1.81,1,0,4,18.3,2,Strict_Ban,2,STEM,Sophomore,Medium,2
3.0,0,2,1,2.85,4,Allowed_With_Citation,1,Arts,Senior,Medium,2
2.54,3,2,2,6.97,5,Allowed_With_Citation,6,STEM,Senior,Medium,2
4.67,4,1,3,8.22,4,Actively_Encouraged,2,STEM,Senior,Medium,2
40.0,4,2,3,8.87,10,Strict_Ban,10,STEM,Freshman,High,0
15.76,1,1,2,8.15,7,Strict_Ban,9,STEM,Junior,High,0
26.4,3,1,3,10.1,6,Strict_Ban,10,STEM,Senior,High,0
9.07,2,0,4,9.54,5,Allowed_With_Citation,7,Arts,Freshman,Medium,2
4.79,4,2,3,11.75,3,Allowed_With_Citation,2,Business,Sophomore,Low,1
4.01,0,2,2,12.73,3,Strict_Ban,2,STEM,Freshman,Medium,2
1.67,2,1,2,17.89,5,Strict_Ban,5,Humanities,Graduate,High,0
7.69,0,2,3,5.25,1,Strict_Ban,2,Humanities,Graduate,High,0
1.4,1,0,3,11.35,3,Allowed_With_Citation,1,STEM,Freshman,Low,1
3.57,4,1,3,10.17,2,Actively_Encouraged,2,Business,Senior,Medium,2
3.06,3,1,1,3.05,2,Strict_Ban,3,Business,Sophomore,Medium,2
8.55,2,0,5,7.31,3,Allowed_With_Citation,1,Business,Senior,High,0
23.64,4,1,2,4.66,5,Allowed_With_Citation,7,Business,Junior,Medium,2
5.31,4,0,4,9.74,6,Strict_Ban,7,STEM,Junior,Medium,2
4.08,1,1,1,17.72,2,Allowed_With_Citation,4,Medical,Graduate,Medium,2
20.1,3,0,5,9.35,4,Strict_Ban,6,Arts,Junior,High,0
10.76,3,1,2,16.82,2,Strict_Ban,8,Medical,Sophomore,High,0
9.06,0,1,2,15.19,6,Actively_Encouraged,7,STEM,Freshman,Low,1
7.86,4,2,1,13.8,4,Allowed_With_Citation,3,Medical,Graduate,Medium,2
5.42,0,0,5,6.22,3,Actively_Encouraged,3,Arts,Freshman,Low,1
10.6,3,1,2,12.88,4,Actively_Encouraged,2,Arts,Senior,Medium,2
1.65,1,0,3,11.05,3,Strict_Ban,6,STEM,Junior,Medium,2
4.67,3,1,3,1.81,2,Allowed_With_Citation,5,Business,Freshman,Medium,2
17.71,0,2,4,10.9,6,Allowed_With_Citation,1,Medical,Senior,Medium,2
0.33,3,1,3,15.74,3,Actively_Encouraged,3,Business,Graduate,High,0
0.48,1,1,2,5.5,5,Allowed_With_Citation,3,Business,Freshman,Low,1
17.77,4,0,3,11.98,5,Actively_Encouraged,1,Medical,Freshman,Low,1
2.64,3,1,2,13.57,4,Actively_Encouraged,4,Humanities,Senior,Medium,2
1.11,2,2,3,15.38,2,Strict_Ban,2,Business,Junior,Low,1
13.63,0,2,4,15.31,5,Actively_Encouraged,2,Humanities,Senior,Medium,2
20.16,2,2,2,17.47,4,Actively_Encouraged,2,Medical,Junior,High,0
0.33,1,0,4,16.73,3,Allowed_With_Citation,4,STEM,Sophomore,Low,1
1.0,2,0,4,14.65,2,Allowed_With_Citation,3,Business,Sophomore,Medium,2
14.18,3,1,2,12.13,3,Allowed_With_Citation,7,Business,Junior,Medium,2
1.02,0,1,2,17.18,3,Actively_Encouraged,6,Arts,Freshman,Low,1
17.48,3,1,2,7.76,5,Allowed_With_Citation,2,Business,Senior,High,0
1.55,4,2,2,9.56,3,Allowed_With_Citation,1,Medical,Junior,Low,1
13.18,4,1,2,14.08,3,Allowed_With_Citation,3,Medical,Senior,Medium,2
5.18,0,2,3,14.21,1,Actively_Encouraged,2,STEM,Graduate,Medium,2
23.16,0,2,1,13.96,7,Allowed_With_Citation,7,Humanities,Graduate,High,0
4.89,4,1,2,13.82,4,Actively_Encouraged,3,STEM,Junior,Medium,2
0.85,1,1,2,1.96,3,Allowed_With_Citation,5,Humanities,Sophomore,Low,1
35.57,4,1,2,8.24,9,Strict_Ban,8,Business,Sophomore,High,0
7.52,3,2,2,2.18,1,Allowed_With_Citation,3,Medical,Senior,Medium,2
0.15,0,1,1,12.41,3,Strict_Ban,9,Arts,Senior,Low,1
10.71,4,2,5,12.54,1,Allowed_With_Citation,2,STEM,Freshman,Low,1
13.22,1,0,3,15.79,3,Strict_Ban,9,STEM,Graduate,High,0
0.86,2,0,5,15.68,1,Actively_Encouraged,1,Business,Freshman,Low,1
0.23,2,2,2,16.76,1,Allowed_With_Citation,2,Business,Junior,Low,1
4.09,0,0,4,6.32,3,Allowed_With_Citation,5,STEM,Junior,High,0
2.25,1,2,3,20.0,2,Strict_Ban,4,Medical,Junior,Medium,2
6.79,4,0,3,7.05,1,Allowed_With_Citation,5,Medical,Junior,Medium,2
9.02,1,1,1,14.11,2,Strict_Ban,5,Humanities,Freshman,Low,1
10.7,3,0,5,1.0,4,Allowed_With_Citation,4,Medical,Graduate,Medium,2
34.0,0,0,5,13.25,6,Actively_Encouraged,6,Humanities,Graduate,High,0
8.79,1,1,1,11.1,2,Allowed_With_Citation,1,Business,Junior,Medium,2
4.55,0,2,4,14.44,5,Allowed_With_Citation,2,Humanities,Freshman,Medium,2
11.92,3,1,2,8.39,3,Allowed_With_Citation,4,STEM,Freshman,Medium,2
1.87,4,2,3,12.09,2,Allowed_With_Citation,3,Medical,Freshman,Low,1
2.33,4,1,3,12.66,3,Strict_Ban,4,Humanities,Junior,Medium,2
0.06,3,1,1,17.29,1,Strict_Ban,2,Business,Junior,Low,1
0.79,1,0,5,5.98,2,Strict_Ban,1,Humanities,Sophomore,Medium,2
17.12,1,2,1,3.45,4,Strict_Ban,9,STEM,Junior,High,0
4.16,2,0,5,16.35,5,Allowed_With_Citation,4,STEM,Graduate,Medium,2
16.19,0,2,4,19.15,3,Actively_Encouraged,2,Humanities,Freshman,High,0
16.87,1,0,3,6.58,5,Allowed_With_Citation,8,Business,Junior,Medium,2
3.97,0,2,3,2.2,3,Actively_Encouraged,2,Humanities,Senior,Medium,2
39.16,4,1,3,1.0,6,Allowed_With_Citation,4,Business,Graduate,High,0
2.95,1,2,3,5.85,4,Strict_Ban,1,Business,Senior,Low,1
5.55,3,1,1,13.05,2,Allowed_With_Citation,2,Business,Junior,Medium,2
8.55,3,0,3,11.93,5,Actively_Encouraged,7,Humanities,Senior,Medium,2
2.02,2,2,1,10.57,2,Actively_Encouraged,6,Medical,Graduate,Low,1
3.31,0,2,2,9.47,4,Allowed_With_Citation,3,Humanities,Graduate,High,0
0.46,0,2,4,18.4,1,Allowed_With_Citation,5,Humanities,Freshman,Low,1
3.01,1,1,3,10.41,5,Allowed_With_Citation,6,STEM,Junior,Medium,2
2.86,3,1,1,19.46,3,Actively_Encouraged,1,Humanities,Senior,Low,1
32.07,1,2,3,7.88,6,Actively_Encouraged,5,STEM,Senior,High,0
0.11,3,0,5,13.91,3,Actively_Encouraged,6,Business,Sophomore,Low,1
6.35,1,2,1,15.2,4,Allowed_With_Citation,5,STEM,Sophomore,Low,1
13.7,4,1,2,9.22,2,Allowed_With_Citation,2,Humanities,Junior,Low,1
12.34,3,1,2,5.0,7,Allowed_With_Citation,7,Arts,Sophomore,High,0
9.93,0,2,2,8.03,4,Allowed_With_Citation,7,Humanities,Sophomore,High,0
24.74,0,2,5,14.39,7,Allowed_With_Citation,1,STEM,Senior,Medium,2
17.1,4,2,2,10.69,6,Strict_Ban,9,STEM,Sophomore,Medium,2
3.31,0,1,1,1.91,1,Allowed_With_Citation,4,Arts,Senior,Medium,2
13.58,1,2,2,11.05,3,Actively_Encouraged,5,STEM,Graduate,Low,1
4.1,2,1,2,4.65,3,Strict_Ban,2,Humanities,Junior,Medium,2
12.17,1,0,3,8.21,3,Strict_Ban,8,Business,Junior,High,0
9.63,3,2,2,11.44,3,Allowed_With_Citation,1,Business,Freshman,Low,1
7.76,1,1,2,10.59,2,Actively_Encouraged,1,Business,Senior,Medium,2
